Name,Year,Manufacture,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
Explorer XLT,2019,Ford,"Birmingham, AL
82 mi away",Silver,Gasoline,Automatic,290 hp 3.5L V6,1FM5K7D85KGA37396,"41,825 miles","$28,889"
Maxima SV,2012,Nissan,"Birmingham, AL
89 mi away",Black,Gasoline,Automatic,290 hp 3.5L V6,1N4AA5AP6CC869818,"154,773 miles","$6,995"
Pathfinder SL,2017,Nissan,"Cropwell, AL
78 mi away",Gray (Gun Metallic),Gasoline,Automatic,284 hp 3.5L V6,5N1DR2MN4HC605525,"120,238 miles","$16,825"
CX-5 Touring,2015,Mazda,"Birmingham, AL
76 mi away",Gray,Gasoline,Automatic,184 hp 2.5L I4,JM3KE2CY7F0438991,"147,157 miles","$9,900"
Stinger GT2 AWD,2019,Kia,"Anniston, AL
92 mi away",Black (BLK),Gasoline,8-Speed Automatic,365 hp 3.3L V6,KNAE55LC1K6064734,"21,306 miles","$41,952"
RX 350 FWD,2020,Lexus,"Birmingham, AL
83 mi away",Gold,Gasoline,Automatic,295 hp 3.5L V6,2T2HZMAA7LC160387,"23,079 miles","$44,999"
Silverado 1500 LT Crew Cab 4WD,2020,Chevrolet,"Birmingham, AL
82 mi away",Silver,Gasoline,Automatic,355 hp 5.3L V8,3GCUYDED0LG113444,"25,343 miles","$41,389"
Camry LE,2015,Toyota,"Bessemer, AL
84 mi away",Black,Gasoline,6-Speed Automatic,178 hp 2.5L I4,4T1BF1FK8FU043827,"140,416 miles","$11,499"
1500 Laramie Crew Cab 4WD,2019,RAM,"Birmingham, AL
82 mi away",Black,Gasoline,8-Speed Automatic,395 hp 5.7L V8,1C6SRFJT4KN520676,"80,102 miles","$36,980"
Equinox 1.5T Premier FWD,2019,Chevrolet,"Eufaula, AL
76 mi away",Mosaic Black Metallic,Gasoline,6-Speed Automatic,1.5L I4,2GNAXNEVXK6213332,"79,515 miles","$20,990"
CX-9 Touring FWD,2019,Mazda,"Birmingham, AL
88 mi away",Deep Crystal Blue Mica,Gasoline,Automatic,250 hp 2.5L I4,JM3TCACY7K0302729,"62,889 miles","$25,680"
Elantra SE Sedan FWD,2017,Hyundai,"Pelham, AL
72 mi away",Gold,Gasoline,Automatic,147 hp 2L I4,KMHD74LF4HU417819,"102,056 miles","$10,950"
Tahoe LT RWD,2018,Chevrolet,"Prattville, AL
10 mi away",Gray,Gasoline,Automatic,355 hp 5.3L V8,1GNSCBKC2JR206055,"60,920 miles","$42,925"
Focus SE,2018,Ford,"Montgomery, AL
5 mi away",Shadow Black,Gasoline,6-Speed Manual,123 hp 1L I3,1FADP3FEXJL243273,"60,143 miles","$12,599"
Sierra 1500 Denali Crew Cab 4WD,2015,GMC,"Thomasville, AL
93 mi away",Gray (Iridium Metallic),Gasoline,6-Speed Automatic,355 hp 5.3L V8,3GTU2WECXFG472888,"204,735 miles","$20,500"
RX 350 FWD,2013,Lexus,"Birmingham, AL
83 mi away",Silver,Gasoline,Automatic,270 hp 3.5L V6,2T2ZK1BA8DC120083,"90,258 miles","$18,999"
Wrangler Unlimited Sport S 4WD,2019,Jeep,"Pelham, AL
73 mi away",Black,Gasoline,Automatic,285 hp 3.6L V6,1C4HJXDG4KW659473,"22,728 miles","$37,995"
Challenger SRT Hellcat RWD,2016,Dodge,"Heflin, AL
98 mi away",Pitch Black Clearcoat,Gasoline,6-Speed Manual,707 hp 6.2L V8,2C3CDZC96GH344474,"38,223 miles","$49,651"
Tundra Limited CrewMax 4WD,2020,Toyota,"Tuscaloosa, AL
90 mi away",Black,Gasoline,6-Speed Automatic,381 hp 5.7L V8,5TFHY5F17LX882921,"17,268 miles","$50,000"
S60 T5 R-Design FWD,2020,Volvo,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,250 hp 2L I4,7JR102FM9LG073083,"26,728 miles","$33,239"
Forte EX,2015,Kia,"Anniston, AL
92 mi away",Black (BLK),Gasoline,6-Speed Automatic,173 hp 2L I4,KNAFZ4A87F5269424,"110,001 miles","$9,612"
Suburban 1500 LT 4WD,2020,Chevrolet,"Greenville, AL
41 mi away",Gray,Gasoline,Automatic,355 hp 5.3L V8,1GNSKHKC2LR260920,"42,511 miles","$53,998"
Tundra Platinum CrewMax 5.7L FFV 4WD,2015,Toyota,"Pelham, AL
69 mi away",Red (MAROON),Flex Fuel Vehicle,Automatic,381 hp 5.7L V8 Flex Fuel Vehicle,5TFAW5F11FX435478,"110,122 miles","$35,995"
Grand Caravan GT FWD,2020,Dodge,"Birmingham, AL
82 mi away",Silver,Flex Fuel Vehicle,Automatic,283 hp 3.6L V6 Flex Fuel Vehicle,2C4RDGEG6LR178967,"48,195 miles","$25,639"
Tiguan SE,2018,Volkswagen,"Hoover, AL
80 mi away",Red,Gasoline,8-Speed Automatic,184 hp 2L I4,3VV3B7AX3JM182255,"32,693 miles","$22,875"
F-150 XLT SuperCrew RWD,2018,Ford,"Hoover, AL
75 mi away",Gray (Magnetic),Gasoline,Automatic,325 hp 2.7L V6,1FTEW1CP3JFB37676,"65,585 miles","$29,995"
Pacifica Limited FWD,2018,Chrysler,"Pelham, AL
73 mi away",Black,Gasoline,Automatic,287 hp 3.6L V6,2C4RC1GG6JR268890,"57,267 miles","$29,994"
Silverado 1500 RST Crew Cab 4WD,2020,Chevrolet,"Dothan, AL
93 mi away",Silver Ice Metallic,Gasoline,8-Speed Automatic,355 hp 5.3L V8,3GCUYEED8LG163496,"8,329 miles","$47,020"
CX-5 Touring FWD,2018,Mazda,"Birmingham, AL
82 mi away",Eternal Blue Mica,Gasoline,Automatic,187 hp 2.5L I4,JM3KFACM5J1429701,"39,623 miles","$23,600"
2500 Power Wagon Crew Cab 4WD,2021,RAM,"Pell City, AL
86 mi away",Patriot Blue Pearlcoat,Gasoline,8-Speed Automatic,410 hp 6.4L V8,3C6TR5EJXMG655213,"3,341 miles","$62,035"
Odyssey Touring Elite FWD,2014,Honda,"Enterprise, AL
76 mi away",Silver,Gasoline,6-Speed Automatic,248 hp 3.5L V6,5FNRL5H9XEB104390,"96,184 miles","$19,674"
A3 2.0T quattro Premium Sedan AWD,2016,Audi,"Cropwell, AL
78 mi away",Mythos Black Metallic,Gasoline,Automatic,220 hp 2L I4,WAUB8GFF0G1081007,"73,723 miles","$16,910"
Grand Caravan GT FWD,2020,Dodge,"Birmingham, AL
82 mi away",White,Flex Fuel Vehicle,Automatic,283 hp 3.6L V6 Flex Fuel Vehicle,2C4RDGEG7LR191162,"45,861 miles","$25,739"
Silverado 1500 LT Crew Cab RWD,2018,Chevrolet,"LaGrange, GA
88 mi away",Havana Metallic,Gasoline,6-Speed Automatic Overdrive,355 hp 5.3L V8,3GCPCREC0JG280397,"39,644 miles","$32,999"
Titan SV Crew Cab RWD,2019,Nissan,"Cottondale, AL
87 mi away",Gun Metallic Monotone,Gasoline,Automatic,390 hp 5.6L V8,1N6AA1EK0KN510059,"22,613 miles","$33,664"
Silverado 1500 LT Crew Cab RWD,2018,Chevrolet,"Anniston, AL
93 mi away",CAJUN RED TINTCOAT,,Automatic,,3GCPCREC7JG616014,"40,128 miles","$33,788"
Nautilus Reserve AWD,2019,Lincoln,"Auburn, AL
48 mi away",Black,Gasoline,Automatic,335 hp 2.7L V6,2LMPJ8LP4KBL33564,"37,064 miles","$44,588"
Rogue S,2016,Nissan,"Montgomery, AL
5 mi away",Magnetic Black,Gasoline,Automatic,170 hp 2.5L I4,KNMAT2MT8GP654287,"139,768 miles","$10,995"
Altima 2.5 S,2017,Nissan,"Birmingham, AL
89 mi away",Gray,Gasoline,Continuously Variable Transmission,182 hp 2.5L I4,1N4AL3AP3HN357623,"102,478 miles","$11,995"
Mustang V6 Coupe RWD,2011,Ford,"Bessemer, AL
82 mi away",Blue,Gasoline,6-Speed Automatic,305 hp 3.7L V6,1ZVBP8AM3B5156668,"101,151 miles","$10,950"
Fusion SE,2019,Ford,"Cottondale, AL
87 mi away",Blue,Gasoline,Automatic,181 hp 1.5L I4,3FA6P0HD3KR176725,"7,609 miles","$20,355"
Outback Limited AWD,2020,Subaru,"Columbus, GA
78 mi away",Crystal White Pearl,Gasoline,Automatic,182 hp 2.5L H4,4S4BTANC5L3168708,"33,220 miles","$30,497"
Edge SEL FWD,2020,Ford,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,250 hp 2L I4,2FMPK3J91LBA73996,"47,048 miles","$25,429"
Pilot EX-L FWD,2019,Honda,"Enterprise, AL
78 mi away",,Gasoline,Automatic,280 hp 3.5L V6,5FNYF5H52KB018597,"55,830 miles","$30,628"
Explorer Limited,2014,Ford,"Alabaster, AL
68 mi away",Silver,Gasoline,Automatic,290 hp 3.5L V6,1FM5K7F8XEGA70508,"101,789 miles","$16,500"
G80 3.8L AWD,2017,Genesis,"Gardendale, AL
95 mi away",Santiago Silver Metallic,Gasoline,8-Speed Automatic,311 hp 3.8L V6,KMHGN4JEXHU171758,"74,668 miles","$25,890"
Edge SEL AWD,2016,Ford,"Hoover, AL
80 mi away",Gray,Gasoline,6-Speed Automatic,280 hp 3.5L V6,2FMPK4J82GBC60022,"72,264 miles","$18,995"
4Runner TRD Off-Road Premium 4WD,2018,Toyota,"Sterrett, AL
69 mi away",Gray,Gasoline,Automatic,270 hp 4L V6,JTEBU5JR4J5574804,"130,000 miles","$32,000"
Challenger R/T 100th Anniversary RWD,2014,Dodge,"Cropwell, AL
78 mi away",Header Orange Clearcoat,Gasoline,Manual,375 hp 5.7L V8,2C3CDYBT7EH221240,"109,218 miles","$18,880"
Romeo Stelvio Ti AWD,2018,Alfa,"Birmingham, AL
82 mi away",Red,Gasoline,Automatic,280 hp 2L I4,ZASFAKBN3J7B90985,"84,579 miles","$23,999"
F-150 XLT SuperCab 4WD,2018,Ford,"Birmingham, AL
82 mi away",Silver,Gasoline,Automatic,325 hp 2.7L V6,1FTEX1EP2JKG08590,"8,030 miles","$36,489"
C-Class C 300 RWD,2019,Mercedes-Benz,"Irondale, AL
83 mi away",White,Gasoline,Automatic,255 hp 2L I4,55SWF8DB3KU307670,"16,493 miles","$34,997"
Pathfinder SV FWD,2020,Nissan,"Birmingham, AL
77 mi away",Brilliant Silver Metallic,Gasoline,Continuously Variable Transmission,284 hp 3.5L V6,5N1DR2BN1LC606689,"49,767 miles","$24,487"
Wrangler Unlimited Rubicon 4WD,2018,Jeep,"Birmingham, AL
82 mi away",Red,Gasoline,Automatic,285 hp 3.6L V6,1C4HJXFG3JW259237,"30,302 miles","$47,999"
CX-5 Grand Touring,2016,Mazda,"Birmingham, AL
83 mi away",Black,Gasoline,Automatic,184 hp 2.5L I4,JM3KE2DY0G0664628,"102,751 miles","$16,499"
4 Series 428i Convertible RWD,2015,BMW,"Sterrett, AL
69 mi away",LTBLUE,Gasoline,Automatic,240 hp 2L I4,WBA3V7C54FP772822,"56,416 miles","$25,000"
RDX SH-AWD,2008,Acura,"Bessemer, AL
84 mi away",Gray,Gasoline,5-Speed Automatic,240 hp 2.3L I4,5J8TB18228A021135,"92,845 miles","$8,500"
Sienna L 7-Passenger,2015,Toyota,"Lagrange, GA
89 mi away",Super White,Gasoline,Automatic,266 hp 3.5L V6,5TDZK3DC1FS561448,"145,626 miles","$11,500"
Equinox 2LT FWD,2010,Chevrolet,"Birmingham, AL
83 mi away",Red,Gasoline,Automatic,182 hp 2.4L I4,2CNALPEWXA6253039,"123,362 miles","$6,999"
Escape SEL AWD,2018,Ford,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,179 hp 1.5L I4,1FMCU9HDXJUB08189,"46,042 miles","$20,489"
Pathfinder Platinum,2015,Nissan,"Pelham, AL
72 mi away",Red,Gasoline,Continuously Variable Transmission,260 hp 3.5L V6,5N1AR2MN9FC632381,"81,003 miles","$18,844"
F-150 Lariat SuperCrew 4WD,2018,Ford,"Grove Hill, AL
97 mi away",White Gold,Gasoline,Automatic,375 hp 3.5L V6,1FTEW1EG2JFA55662,"99,840 miles","$33,900"
RDX SH-AWD with Technology Package,2019,Acura,"Birmingham, AL
82 mi away",Gray,Gasoline,Automatic,272 hp 2L I4,5J8TC2H53KL018611,"34,801 miles","$34,439"
3 Series 330e iPerformance Sedan RWD,2018,BMW,"Pelham, AL
73 mi away",Jet Black,Gasoline,Automatic,248 hp 2L I4,WBA8E1C55JA756305,"16,134 miles","$29,994"
Tahoe LT 4WD,2015,Chevrolet,"Tuscaloosa, AL
91 mi away",Black,Flex Fuel Vehicle,6-Speed Automatic,355 hp 5.3L V8 Flex Fuel Vehicle,1GNSKBKC8FR685706,"88,185 miles","$32,500"
Focus SE Hatchback,2014,Ford,"Birmingham, AL
84 mi away",Red,Flex Fuel Vehicle,Automatic,160 hp 2L I4 Flex Fuel Vehicle,1FADP3K23EL462769,"101,666 miles","$6,900"
F-150 Lariat SuperCrew 4WD,2017,Ford,"Auburn, AL
48 mi away",White,Flex Fuel Vehicle,Automatic,5L V8 Flex Fuel Vehicle,1FTEW1EF6HKC39009,"134,264 miles","$32,816"
Escape Hybrid SE Sport FWD,2020,Ford,"Birmingham, AL
82 mi away",White,Hybrid,Continuously Variable Transmission,2.5L I4 Hybrid,1FMCU0BZ3LUA80643,"15,014 miles","$27,139"
Corvette Coupe RWD,1995,Chevrolet,"Ozark, AL
76 mi away",Green,Gasoline,4-Speed Automatic Overdrive,300 hp 5.7L V8,1G1YY22P7S5106283,"90,321 miles","$8,500"
Corolla LE FWD,2020,Toyota,"Anniston, AL
93 mi away",Black,Gasoline,Automatic,1.8L I4,JTDHPRAE6LJ010429,"40,260 miles","$17,888"
Cadenza Limited,2016,Kia,"Vestavia Hills, AL
78 mi away",Black,Gasoline,Automatic,293 hp 3.3L V6,KNALN4D73G5206372,"50,699 miles","$18,995"
Forester 2.5i Premium AWD,2019,Subaru,"Pelham, AL
73 mi away",Red,Gasoline,Continuously Variable Transmission,182 hp 2.5L H4,JF2SKAEC3KH458231,"82,877 miles","$21,994"
Corolla SE,2017,Toyota,"Dothan, AL
97 mi away",,Gasoline,Continuously Variable Transmission,132 hp 1.8L I4,2T1BURHE4HC814705,"116,036 miles","$12,999"
Santa Fe Sport 2.4L FWD,2013,Hyundai,"Opelika, AL
58 mi away",White,Gasoline,Automatic,190 hp 2.4L I4,5XYZU3LB6DG099000,"110,888 miles","$11,995"
F-150 XLT SuperCrew 4WD,2018,Ford,"Cropwell, AL
78 mi away",Oxford White,Gasoline,Automatic,395 hp 5L V8,1FTEW1E59JKC59008,"140,549 miles","$26,885"
A4 2.0T quattro Premium AWD,2017,Audi,"Prattville, AL
9 mi away",Black,Gasoline,7-Speed Automatic,252 hp 2L I4,WAUDNAF49HN040351,"100,236 miles","$18,986"
Suburban 1500 LT 4WD,2020,Chevrolet,"Gardendale, AL
94 mi away",Gray (Satin Steel Metallic),Gasoline,6-Speed Automatic,355 hp 5.3L V8,1GNSKHKC2LR155861,"14,756 miles","$59,982"
GX 460 Luxury AWD,2021,Lexus,"Birmingham, AL
82 mi away",Black,Gasoline,Automatic,301 hp 4.6L V8,JTJAM7BX3M5269692,"6,772 miles","$63,800"
Eos Lux,2008,Volkswagen,"Bessemer, AL
84 mi away",Black,Gasoline,6-Speed Automatic,200 hp 2L I4,WVWFA71F58V054203,"118,835 miles","$5,575"
TLX FWD with A-Spec Package,2021,Acura,"Gardendale, AL
94 mi away",Majestic Black Pearl,Gasoline,Automatic,272 hp 2L I4,19UUB5F52MA003219,"9,463 miles","$39,990"
1500 SLT Quad Cab 4WD,2018,RAM,"Brewton, AL
99 mi away",Gray (Granite Crystal Metallic Clearcoat),Gasoline,8-Speed Automatic,395 hp 5.7L V8,1C6RR7GT7JS128044,"37,970 miles","$29,990"
Pilot Elite AWD,2019,Honda,"Columbus, GA
80 mi away",Black,Gasoline,Automatic,280 hp 3.5L V6,5FNYF6H05KB017728,"19,181 miles","$39,999"
Explorer XLT,2018,Ford,"Anniston, AL
92 mi away",Ruby Red Metallic Tinted Clearcoat,Gasoline,Automatic,290 hp 3.5L V6,1FM5K7D8XJGC62671,"18,509 miles","$32,578"
MX-5 Miata Touring,2006,Mazda,"Alabaster, AL
68 mi away",Silver,Gasoline,Automatic,170 hp 2L I4,JM1NC25F460114923,"108,962 miles","$8,700"
R8 quattro V10 Coupe AWD,2020,Audi,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,562 hp 5.2L V10,WUAEEAFX7L7901396,"2,083 miles","$177,997"
Yukon Denali,2009,GMC,"Talladega, AL
73 mi away",,Gasoline,6-Speed Automatic Overdrive,403 hp 6.2L V8,1GKFC03269R303876,"207,000 miles","$10,300"
C-Class C 300 RWD,2019,Mercedes-Benz,"Dothan, AL
97 mi away",Lunar Blue Metallic,Gasoline,Automatic,255 hp 2L I4,55SWF8DB0KU301454,"25,614 miles","$33,826"
Focus SE,2017,Ford,"Birmingham, AL
91 mi away",,Flex Fuel Vehicle,Automatic,160 hp 2L I4 Flex Fuel Vehicle,1FADP3F28HL322232,"76,712 miles","$11,990"
CX-5 Grand Touring AWD,2019,Mazda,"Birmingham, AL
82 mi away",Gray,Gasoline,Automatic,187 hp 2.5L I4,JM3KFBDM2K1641204,"14,038 miles","$29,639"
Renegade Sport FWD,2020,Jeep,"Columbus, GA
78 mi away",Alpine White Clearcoat,Gasoline,9-Speed Automatic,180 hp 2.4L I4,ZACNJAAB8LPL09638,"16,408 miles","$20,399"
Accord 1.5T LX FWD,2020,Honda,"Birmingham, AL
75 mi away",Silver,Gasoline,Automatic,192 hp 1.5L I4,1HGCV1F18LA076070,"21,842 miles","$23,998"
GranTurismo Sport,2018,Maserati,"Pelham, AL
72 mi away",Gray,Gasoline,Automatic,4.7L V8,ZAM45VLA5J0255826,"19,980 miles","$74,997"
Charger Rallye RWD,2011,Dodge,"Montgomery, AL
5 mi away",Gray,Gasoline,Automatic,292 hp 3.6L V6,2B3CL3CG9BH591105,"139,167 miles","$9,499"
F-150 STX SuperCrew 4WD,2014,Ford,"Birmingham, AL
91 mi away",Silver,Flex Fuel Vehicle,Automatic,360 hp 5L V8 Flex Fuel Vehicle,1FTFW1EF7EFC74084,"117,829 miles","$21,999"
Cruze LT Sedan FWD,2017,Chevrolet,"Tuscaloosa, AL
91 mi away",Summit White,Gasoline,6-Speed Automatic,153 hp 1.4L I4,1G1BE5SM9H7235869,"106,475 miles","$10,900"
F-150 XLT SuperCrew 4WD,2019,Ford,"Birmingham, AL
84 mi away",Blue,Flex Fuel Vehicle,Automatic,395 hp 5L V8 Flex Fuel Vehicle,1FTEW1E53KFA38773,"39,987 miles","$39,800"
Forte LX,2018,Kia,"Hoover, AL
75 mi away",Aurora Black Pearl,Gasoline,6-Speed Manual,147 hp 2L I4,3KPFK4A76JE190449,"64,793 miles","$12,995"
Fusion SE V6,2009,Ford,"Bessemer, AL
84 mi away",Silver,Gasoline,6-Speed Automatic,221 hp 3L V6,3FAHP07169R143826,"140,829 miles","$3,995"
Fiesta SE Hatchback,2012,Ford,"Anniston, AL
92 mi away",Red,Gasoline,Automatic,120 hp 1.6L I4,3FADP4EJ4CM184467,"148,246 miles","$4,294"
F-150 XLT SuperCab,2016,Ford,"Cropwell, AL
78 mi away",Green Gem Metallic,Gasoline,Automatic,325 hp 2.7L V6,1FTEX1CPXGFC31978,"123,128 miles","$20,967"
Silverado 1500 LTZ Crew Cab RWD,2017,Chevrolet,"Heflin, AL
96 mi away",Siren Red Tintcoat,Gasoline,6-Speed Automatic Overdrive,355 hp 5.3L V8,3GCPCSECXHG190790,"129,310 miles","$27,730"
Impreza 2.0i Premium Hatchback AWD,2018,Subaru,"Montgomery, AL
5 mi away",Silver,Gasoline,Continuously Variable Transmission,152 hp 2L H4,4S3GTAB61J3713566,"38,074 miles","$18,499"
Outback 2.5i,2009,Subaru,"Bessemer, AL
84 mi away",Blue,Gasoline,5-Speed Automatic,170 hp 2.5L H4,4S4BP60C997339891,"153,688 miles","$3,950"
Versa S Plus FWD,2019,Nissan,"Pelham, AL
72 mi away",Black,Gasoline,Automatic,109 hp 1.6L I4,3N1CN7AP4KL868367,"39,035 miles","$12,950"
Wrangler Unlimited Sahara 4WD,2017,Jeep,"Pelham, AL
73 mi away",Black,Gasoline,Automatic,285 hp 3.6L V6,1C4HJWEG6HL668579,"90,180 miles","$30,995"
GLE-Class GLE 350,2017,Mercedes-Benz,"Birmingham, AL
76 mi away",Gray (Selenite Grey Metallic),Gasoline,Automatic,302 hp 3.5L V6,4JGDA5JB9HA888714,"47,853 miles","$31,800"
Maxima S,2014,Nissan,"Bessemer, AL
82 mi away",Black,Gasoline,Continuously Variable Transmission,290 hp 3.5L V6,1N4AA5AP4EC453804,"122,258 miles","$8,999"
Mustang GT Coupe RWD,2020,Ford,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,460 hp 5L V8,1FA6P8CF7L5117754,"4,361 miles","$36,989"
Sorento LX V6 AWD,2020,Kia,"Birmingham, AL
77 mi away",Red (Sangria),Gasoline,8-Speed Automatic,290 hp 3.3L V6,5XYPGDA53LG618259,"49,504 miles","$24,122"
Mustang EcoBoost Premium Convertible RWD,2019,Ford,"Birmingham, AL
82 mi away",Black,Gasoline,Automatic,310 hp 2.3L I4,1FATP8UH3K5170260,"40,967 miles","$27,149"
Charger GT RWD,2020,Dodge,"Birmingham, AL
82 mi away",Gray (Granite Pearlcoat),Gasoline,Automatic,300 hp 3.6L V6,2C3CDXHG9LH122789,"20,561 miles","$31,689"
Compass Limited 4WD,2018,Jeep,"Birmingham, AL
82 mi away",Silver,Gasoline,Automatic,180 hp 2.4L I4,3C4NJDCB2JT403294,"40,526 miles","$23,219"
EcoSport SES AWD,2020,Ford,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,166 hp 2L I4,MAJ6S3JL4LC359147,"23,484 miles","$20,239"
Soul +,2018,Kia,"Fultondale, AL
90 mi away",White,Gasoline,6-Speed Automatic,161 hp 2L I4,KNDJP3A55J7510171,"115,914 miles","$10,999"
F-150 Lariat SuperCrew 4WD,2018,Ford,"Auburn, AL
48 mi away",Gray,Gasoline,Automatic,325 hp 2.7L V6,1FTEW1EP9JFA53875,"29,817 miles","$46,082"
1500 SLT Quad Cab RWD,2013,RAM,"Birmingham, AL
84 mi away",Gray,Flex Fuel Vehicle,6-Speed Automatic,310 hp 4.7L V8 Flex Fuel Vehicle,"Seller has not provided this information
Without a VIN this vehicle's history is unavailable.","147,486 miles","$14,100"
Expedition Limited 4WD,2013,Ford,"Montgomery, AL
4 mi away",White,Flex Fuel Vehicle,Automatic,310 hp 5.4L V8 Flex Fuel Vehicle,1FMJU2A5XDEF36277,"174,000 miles","$9,990"
Altima 2.5 SR,2016,Nissan,"Birmingham, AL
84 mi away",Red,Gasoline,Automatic,182 hp 2.5L I4,1N4AL3AP1GC274055,"47,230 miles","$15,959"
Tahoe Premier 4WD,2018,Chevrolet,"Montgomery, AL
5 mi away",White,Gasoline,Automatic,420 hp 6.2L V8,1GNSKCKJ6JR214327,"43,500 miles","$56,997"
F-150 XLT SuperCrew 4WD,2019,Ford,"Opelika, AL
58 mi away",Race Red,Gasoline,Automatic,375 hp 3.5L V6,1FTEW1E48KKD74854,"43,940 miles","$37,801"
Soul Base,2015,Kia,"Auburn, AL
49 mi away",,Gasoline,6-Speed Automatic,130 hp 1.6L I4,KNDJN2A25F7204780,"100,442 miles","$9,297"
F-150 XL SuperCrew RWD,2019,Ford,"Birmingham, AL
82 mi away",Black,Gasoline,Automatic,325 hp 2.7L V6,1FTEW1CP3KFA53004,"49,295 miles","$32,989"
Xterra S,2006,Nissan,"Heflin, AL
98 mi away",Super Black Clearcoat,Gasoline,5-Speed Automatic,265 hp 4L V6,5N1AN08U26C557508,"208,146 miles","$3,690"
Frontier 4 Dr XE Crew Cab LB,2004,Nissan,"Montgomery, AL
5 mi away",Red,Gasoline,Manual,180 hp 3.3L V6,1N6ED29X44C416088,"197,434 miles","$4,996"
F-350 Super Duty Limited Crew Cab LB 4WD,2018,Ford,"Montgomery, AL
5 mi away",White Gold,Biodiesel,6-Speed Automatic,450 hp 6.7L V8 Biodiesel,1FT8W3BT8JEC86663,"52,683 miles","$69,998"
300 C RWD,2017,Chrysler,"Heflin, AL
96 mi away",Gloss Black,Gasoline,8-Speed Automatic,292 hp 3.6L V6,2C3CCAEG4HH566464,"46,714 miles","$20,856"
GLC-Class GLC 300 4MATIC Coupe AWD,2018,Mercedes-Benz,"Birmingham, AL
84 mi away",Gray,Gasoline,Automatic,241 hp 2L I4,WDC0J4KB6JF376181,"55,923 miles","$39,959"
Edge SE FWD,2020,Ford,"Birmingham, AL
82 mi away",Blue,Gasoline,8-Speed Automatic,250 hp 2L I4,2FMPK3G96LBA11324,"22,316 miles","$25,999"
Journey SXT AWD,2018,Dodge,"Enterprise, AL
76 mi away",Bruiser Gray Clearcoat,Gasoline,6-Speed Automatic,283 hp 3.6L V6,3C4PDDBG4JT184688,"39,015 miles","$19,899"
RX 350 FWD,2019,Lexus,"Birmingham, AL
83 mi away",White,Gasoline,Automatic,295 hp 3.5L V6,2T2ZZMCA3KC118797,"12,166 miles","$44,999"
Expedition XLT 4WD,2016,Ford,"Anniston, AL
92 mi away",Ingot Silver Metallic,Gasoline,6-Speed Automatic,365 hp 3.5L V6,1FMJU1JT0GEF49262,"98,796 miles","$24,252"
Tucson Value FWD,2019,Hyundai,"Birmingham, AL
82 mi away",Silver,Gasoline,Automatic,164 hp 2L I4,KM8J33A43KU991927,"32,249 miles","$22,689"
Titan SL Crew Cab 4WD,2015,Nissan,"Auburn, AL
53 mi away",Blue,Gasoline,Automatic,317 hp 5.6L V8,1N6AA0EC6FN503609,"124,303 miles","$23,870"
Corvette Z06 1LZ Coupe RWD,2017,Chevrolet,"Heflin, AL
96 mi away",Arctic White,Gasoline,7-Speed Manual,650 hp 6.2L V8,1G1YN2D64H5600199,"16,636 miles","$69,614"
Tahoe LT RWD,2017,Chevrolet,"Birmingham, AL
82 mi away",White,Flex Fuel Vehicle,Automatic,355 hp 5.3L V8 Flex Fuel Vehicle,1GNSCBKC7HR198254,"132,904 miles","$28,999"
Elantra SE Sedan FWD,2016,Hyundai,"Dothan, AL
92 mi away",Red (Maroon),Gasoline,Automatic,145 hp 1.8L I4,5NPDH4AE5GH741544,"95,694 miles","$10,500"
Impala LT FWD,2019,Chevrolet,"Montgomery, AL
5 mi away",Black,Flex Fuel Vehicle,Automatic,305 hp 3.6L V6 Flex Fuel Vehicle,1G11Z5S36KU114572,"45,786 miles","$23,999"
Cayenne S AWD,2009,Porsche,"Montgomery, AL
4 mi away",Silver,Gasoline,Automatic,385 hp 4.8L V8,WP1AB29P69LA44282,"120,000 miles","$9,990"
F-150 XLT SuperCab 4WD,2020,Ford,"Enterprise, AL
78 mi away",Blue,Gasoline,Automatic,375 hp 3.5L V6,1FTFX1E44LFA85305,"15,892 miles","$40,379"
Edge SEL FWD,2020,Ford,"Birmingham, AL
82 mi away",White,Gasoline,Automatic,250 hp 2L I4,2FMPK3J90LBA58275,"48,978 miles","$25,239"
Highlander Limited AWD,2015,Toyota,"Birmingham, AL
84 mi away",White,Gasoline,Automatic,270 hp 3.5L V6,5TDDKRFH4FS118720,"72,039 miles","$27,880"
G70 3.3T Advanced RWD,2019,Genesis,"Birmingham, AL
77 mi away",Black,Gasoline,8-Speed Automatic,3.3L V6,KMTG34LE5KU016681,"4,850 miles","$37,993"
Silverado 1500 LTZ Crew Cab 4WD,2018,Chevrolet,"Heflin, AL
96 mi away",Black,Gasoline,8-Speed Automatic,355 hp 5.3L V8,3GCUKSER0JG414617,"34,515 miles","$41,808"
EcoSport SE FWD,2021,Ford,"Birmingham, AL
82 mi away",Black,Gasoline,Automatic,123 hp 1L I3,MAJ3S2GE7MC395468,"8,095 miles","$21,080"
