Name,Year,Manufacturer,State,Color,Fuel type,Transmission,Engine,VIN,Mileage,Price
330 i xDrive,2018,BMW,MA,Mineral Gray Metallic,Gasoline ,AUTOMATIC,4 Cylinder Engine,WBA8D9C52JEM31685,"19,116 mi.","$31,777"
Ranger XLT,2020,Ford,FL,Oxford White,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER1EH8LLA56738,"18,629 mi.","$31,900"
Passport EX-L,2020,Honda,GA,Black Copper Pearl,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H58LB000070,"14,377 mi.","$36,989"
Cherokee Limited,2019,Jeep,CT,Bright White Clearcoat,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX1KD457308,"20,871 mi.","$29,415"
Sorento EX,2018,Kia,IL,Sparkling Silver,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5XYPHDA14JG352175,"33,809 mi.","$25,000"
C-Class C 300 Luxury,2015,Mercedes-Benz,TX,Steel Gray Metallic,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF4JBXFU044578,"97,314 mi.","$19,499"
RS 5 2.9T,2019,Audi,CA,Nardo Gray,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,WUABWCF5XKA900741,"18,516 mi.","$72,998"
Romeo Stelvio Ti,2018,Alfa,TX,Basalto Brown Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASFAKBN6J7B96456,"43,383 mi.","$32,991"
Rover Range Rover Evoque Pure,2013,Land,OH,Firenze Red,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALVV2BG9DH771019,"94,312 mi.","$18,879"
Rogue SV,2020,Nissan,,Magnetic Black,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MT0LW017043,"19,583 mi.","$27,000"
Macan Base,2020,Porsche,PA,Volcano Grey Metallic,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,WP1AA2A51LLB10161,"1,380 mi.","$56,998"
XT5 Premium Luxury,2017,Cadillac,TX,Tan,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS5HZ142698,"84,892 mi.","$25,833"
QX60 Base,2018,INFINITI,AR,Graphite Shadow,Gasoline ,Variable,Premium Unleaded V-6 3.5 L/213,5N1DL0MN8JC516195,"22,234 mi.","$37,534"
Charger Scat Pack,2020,Dodge,FL,Go Mango!,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ7LH162060,"18,047 mi.","$50,432"
CLA-Class CLA 250 4MATIC,2016,Mercedes-Benz,NV,Midnight Black,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WDDSJ4GBXGN292232,"70,585 mi.","$23,792"
RAV4 LE,2020,Toyota,TX,Midnight Black Metallic,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,JTMH1RFV4LD052378,"14,073 mi.","$30,724"
Telluride SX,2020,Kia,GA,Snow White Pearl,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC0LG053804,"46,421 mi.","$50,991"
RDX Technology Package,2020,Acura,CA,Majestic Black,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H51LL021590,"18,920 mi.","$41,996"
3500 Laramie,2015,RAM,UT,Granite Crystal Clearcoat Metallic,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C63RRJL3FG612530,"80,084 mi.","$51,500"
Santa Fe Sport 2.4L,2018,Hyundai,IL,Serrano Red,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYZT3LB4JG527404,"86,572 mi.","$18,600"
Q5 2.0T Tech Premium,2018,Audi,AZ,Florett Silver Metallic,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY6J2239792,"12,897 mi.","$38,995"
F-150 Lariat,2017,Ford,OH,Black,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTFW1EG4HFA90881,"73,080 mi.","$38,497"
Yukon SLT Standard Edition,2019,GMC,,Crimson Red Tintcoat,Gasoline ,Automatic,Gas V8 5.3L/325,1GKS1DKC1KR281149,"20,656 mi.","$54,499"
Compass Latitude,2012,Jeep,KY,Bright White Clearcoat,Gasoline ,Automatic CVT,2.4L I4 16V MPFI DOHC,1C4NJDEB9CD625904,"130,250 mi.","$4,599"
Pilot EX-L w/Navigation/RES,2019,Honda,WI,Modern Steel Metallic,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H47KB006832,"38,556 mi.","$36,900"
Rover Range Rover HSE,2019,Land,CA,Narvik Black,Gasoline ,Automatic,V6,SALGS2SV0KA562225,"24,342 mi.","$85,995"
Durango SXT,2020,Dodge,NJ,Granite Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJAG5LC187705,"14,162 mi.","$38,628"
Maxima 3.5 SL,2018,Nissan,OH,Gun Metallic,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,1N4AA6AP2JC398205,"15,278 mi.","$27,990"
Grand Cherokee Limited,2019,Jeep,CT,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG7KC642573,"16,254 mi.","$37,401"
Civic LX,2020,Honda,SC,Red,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F6XLH549327,"14,184 mi.","$22,495"
Civic LX,2018,Honda,NJ,Crystal Black Pearl,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F50JH527969,"25,883 mi.","$15,695"
NV200 SV,2018,Nissan,OK,Cloud White,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,3N6CM0KN6JK695490,"90,349 mi.","$18,995"
Flex Limited,2019,Ford,NC,Magnetic Metallic,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMHK6D89KBA17389,"50,862 mi.","$30,140"
X4 xDrive28i,2016,BMW,NC,Deep Sea Blue Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXXW3C55G0R18809,"109,759 mi.","$23,986"
Highlander XLE,2021,Toyota,OK,Blizzard Pearl,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDGZRBH5MS526543,"18,356 mi.","$47,711"
F-150 Platinum,2018,Ford,IL,–,Diesel ,10-Speed Automatic,3.0L V6 24V DI DOHC Turbo Diesel,1FTFW1E10JFE49970,"40,200 mi.","$51,461"
740e xDrive iPerformance,2018,BMW,IL,Glacier Silver Metallic,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,WBA7J2C54JG938135,"62,596 mi.","$40,996"
330 i xDrive,2018,BMW,IL,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8D9G50JNU73069,"82,415 mi.","$25,000"
Grand Cherokee Limited,2018,Jeep,TX,Diamond Black,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3JC319894,"39,745 mi.","$33,955"
X3 xDrive28i,2017,BMW,PA,Deep Sea Blue Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C31H0W73650,"71,324 mi.","$25,789"
MKX Reserve,2016,Lincoln,NE,Black Velvet,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI DOHC,2LMTJ6LR2GBL50701,"111,516 mi.","$19,656"
MKC Select,2018,Lincoln,FL,White Platinum,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ2C90JUL22933,"42,324 mi.","$24,790"
CR-V EX-L,2018,Honda,IN,Modern Steel Metallic,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H84JE066960,"23,144 mi.","$28,439"
Silverado 3500 LTZ,2017,Chevrolet,IN,Black,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GC4K0EY9HF198550,"68,290 mi.","$59,000"
Explorer Base,2017,Ford,AZ,Ingot Silver Metallic,E85 Flex Fuel ,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,1FM5K7B84HGA87959,"68,944 mi.","$21,887"
GLC 300 Base 4MATIC,2018,Mercedes-Benz,NC,Selenite Gray Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KBXJV053563,"35,909 mi.","$36,470"
330 i,2020,BMW,TX,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C08LFH41267,"23,360 mi.","$38,590"
Ascent Limited 7-Passenger,2020,Subaru,OK,Ice Silver Metallic,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAMD4L3429142,"15,585 mi.","$41,988"
Silverado 2500 LTZ,2019,Chevrolet,MI,Black,Diesel ,6-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GC1KTEY3KF171078,"41,867 mi.","$64,788"
X5 xDrive35i,2017,BMW,MA,Alpine White,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C34H0V70520,"45,832 mi.","$37,487"
Explorer XLT,2020,Ford,FL,Oxford White,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK7DH3LGA10816,"18,982 mi.","$35,594"
M3,2004,BMW,CA,Gray,Gasoline ,–,3.2L I6 24V MPFI DOHC,WBSBR93484PK05900,"84,015 mi.","$16,995"
Expedition EL XLT,2017,Ford,VA,Gray,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1HT8HEA45488,"82,713 mi.","$24,995"
Mazda3 AWD w/Premium Package,2021,Mazda,TX,Snowflake White Pearl,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM1BPBEY0M1338335,"6,150 mi.","$28,949"
Venza XLE,2014,Toyota,MA,Blizzard Pearl,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,4T3BK3BB2EU096980,"82,139 mi.","$19,900"
Fusion Energi Titanium,2018,Ford,UT,Shadow Black,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0SU6JR268273,"36,271 mi.","$22,989"
Accord Sport 2.0T,2019,Honda,NJ,Crystal Black Pearl,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F37KA009028,"51,991 mi.","$28,988"
530 i xDrive,2018,BMW,NJ,Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAJA7C58JWC77270,"30,115 mi.","$40,990"
Tundra SR5,2017,Toyota,NC,Magnetic Gray Metallic,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFDW5F15HX599686,"39,404 mi.","$43,979"
Grand Cherokee Overland,2015,Jeep,IL,Brilliant Black Crystal Pearlcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFCG3FC925766,"89,817 mi.","$24,182"
Grand Cherokee Overland,2018,Jeep,MD,Ivory,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFCG0JC229147,"47,397 mi.","$35,334"
Tacoma TRD Off Road,2021,Toyota,TX,Gray,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,5TFCZ5AN7MX248074,"15,784 mi.","$43,000"
X3 sDrive28i,2017,BMW,CA,Jet Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWZ7C34H0X39185,"36,029 mi.","$26,833"
XC90 T6 Momentum 7 Passenger,2021,Volvo,TX,Savile Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK2M1711861,"19,092 mi.","$56,999"
X5 xDrive35i,2018,BMW,PA,Alpine White,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C58JL074416,"45,228 mi.","$41,999"
Civic LX,2018,Honda,FL,Polished Metal Metallic,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F59JH599866,"18,060 mi.","$16,900"
Suburban LS,2020,Chevrolet,NC,Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKGKC9LR297036,"23,743 mi.","$55,940"
Q7 3.0T Premium Plus,2018,Audi,NH,Carrara White,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WA1LAAF7XJD026226,"48,782 mi.","$44,720"
S90 T5 Momentum,2018,Volvo,TX,Luminous Sand Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,LVY982AKXJP038025,"40,527 mi.","$34,968"
Rover Range Rover 5.0L V8 Supercharged,2019,Land,TX,Silicon Silver,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC Supercharged,SALGS2RE9KA532694,"20,311 mi.","$100,950"
Accord Hybrid Touring,2019,Honda,FL,Platinum White,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F95KA014660,"35,657 mi.","$29,500"
GLA 250 Base 4MATIC,2018,Mercedes-Benz,PA,Citrus White,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WDCTG4GB3JJ407730,"38,740 mi.","$31,495"
Cherokee Limited,2019,Jeep,CT,Granite Crystal Clearcoat Metallic,Gasoline ,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX6KD232348,"48,180 mi.","$29,800"
CX-5 Grand Touring,2018,Mazda,TX,Snowflake White Pearl Mica,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADMXJ1399240,"32,593 mi.","$27,995"
IS 250,2006,Lexus,VA,Breakwater Blue Metallic,Gasoline ,6-speed manual transmission,2.5L DOHC 24-valve direct injection V6 engine-inc: dual variable,JTHBK262862021598,"129,886 mi.","$8,995"
Highlander XLE,2018,Toyota,NY,Midnight Black Metallic,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDJZRFH7JS553089,"27,988 mi.","$35,310"
X3 xDrive30i,2019,BMW,MD,Alpine White,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C56KLP86420,"21,168 mi.","$42,795"
XT5 Premium Luxury,2020,Cadillac,TX,Stellar Black Metallic,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS8LZ184572,"35,767 mi.","$39,990"
GX 460 Base,2018,Lexus,NJ,Black Onyx,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX4J5206501,"36,064 mi.","$41,212"
Palisade Limited,2021,Hyundai,OH,Dark Blue,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE8MU201493,"13,740 mi.","$49,990"
Palisade Limited,2020,Hyundai,CA,Becketts Black,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R54HE0LU047165,"36,609 mi.","$43,899"
Malibu LT,2020,Chevrolet,WA,Gray,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1G1ZD5ST9LF076696,"41,624 mi.","$22,995"
X3 M40i,2021,BMW,TX,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C07M9F07308,"7,779 mi.","$58,650"
ES 330,2005,Lexus,GA,Crystal White,Gasoline ,5-Speed Automatic,3.3L V6 24V MPFI DOHC,JTHBA30G155125098,"159,376 mi.","$7,230"
X5 xDrive35i,2016,BMW,OH,Glacier Silver Metallic,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C53G0S84819,"44,238 mi.","$33,900"
Volt LT,2018,Chevrolet,IN,Satin Steel Metallic,Hybrid ,1-Speed Automatic,1.5L I4 16V GDI DOHC Hybrid,1G1RC6S51JU159025,"14,850 mi.","$24,577"
Expedition Limited,2020,Ford,SC,Agate Black,Gasoline ,Automatic,Twin Turbo Premium Unleaded V-6 3.5 L/213,1FMJK1KT7LEA39103,"61,925 mi.","$55,488"
Cherokee Limited,2019,Jeep,MD,Bright White Clearcoat,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C4PJLDB4KD300466,"59,780 mi.","$23,540"
X5 M Base,2018,BMW,TX,Donington Gray Metallic,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5YMKT6C57J0Y83923,"35,912 mi.","$71,991"
Wrangler Unlimited Rubicon,2018,Jeep,OH,Billet Silver Metallic Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXFG0JW188675,"11,552 mi.","$51,000"
Tundra,2019,Toyota,TX,–,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFDW5F12KX864619,"21,473 mi.","$48,888"
Santa Fe SEL 2.4,2020,Hyundai,TX,Stormy Sea,Gasoline ,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS33ADXLH243855,"10,170 mi.","$29,491"
S90 R-Design,2020,Volvo,CT,Onyx Black Metallic,Gasoline ,Automatic,Turbo/Supercharger Premium Unleaded I-4 2.0 L/120,LVYA22MT6LP173380,"19,553 mi.","$44,499"
530 i,2018,BMW,TX,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAJA5C5XJWA39067,"24,040 mi.","$37,562"
Rover Range Rover Evoque Pure Plus,2012,Land,FL,Santorini Black,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALVV2BG8CH646446,"104,011 mi.","$17,399"
430 Gran Coupe i,2018,BMW,FL,Black Sapphire Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J1C56JBM11966,"17,134 mi.","$31,498"
Civic LX,2019,Honda,VA,Platinum White Pearl,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F63KH606238,"17,820 mi.","$21,562"
XT5 Luxury,2017,Cadillac,IN,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNBRS7HZ310688,"20,621 mi.","$35,827"
Camry SE,2020,Toyota,MO,Red,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK1LU361232,"49,594 mi.","$25,500"
Durango R/T,2018,Dodge,GA,Granite Clearcoat,Gasoline ,Automatic,Regular Unleaded V-8 5.7 L/345,1C4SDJCT1JC452421,"39,853 mi.","$44,924"
XC90 T6 Momentum 6 Passenger,2021,Volvo,TX,Crystal White Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A221K5M1712463,"19,806 mi.","$57,984"
Corolla LE,2019,Toyota,FL,White,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,2T1BURHE5KC186614,"24,503 mi.","$18,500"
RAV4 LE,2018,Toyota,VT,Silver Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMBFREV0JJ241679,"14,326 mi.","$27,000"
Edge Titanium,2018,Ford,SC,White Gold Metallic,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K93JBB74118,"46,509 mi.","$30,999"
XC90 3.2 Premier Plus,2012,Volvo,MA,Savile Gray Metallic,Gasoline ,6-Speed Automatic,3.2L I6 24V MPFI DOHC,YV4952CZ7C1609340,"122,551 mi.","$11,899"
F-150 FX4,2004,Ford,VA,Red,Gasoline ,4-speed automatic transmission w/OD,YES A SUPER CLEAN LOW MILES 2004 F-150 4X4 FX4 IN GREAT SHAPE IN,1FTPW145X4FA12829,"88,120 mi.","$14,965"
Suburban LT,2018,Chevrolet,OH,Black,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKHKC7JR287284,"57,531 mi.","$47,990"
Accord Sport,2018,Honda,NC,Crystal Black Pearl,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31JA198798,"45,521 mi.","$26,246"
Rogue S,2018,Nissan,CO,Gun Metallic,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MV7JP562306,"17,595 mi.","$22,809"
QX60 Base,2018,INFINITI,MD,Liquid Platinum,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1DL0MM7JC520780,"47,969 mi.","$30,734"
Yukon Denali,2018,GMC,CA,Summit White,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ3JR265927,"36,860 mi.","$60,990"
Santa Fe SE 2.4,2019,Hyundai,NJ,Rainforest,Gasoline ,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS23AD8KH051111,"11,057 mi.","$27,995"
GLE 350 Base 4MATIC,2020,Mercedes-Benz,FL,–,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB5LA146186,"15,675 mi.","$60,980"
200 S,2015,Chrysler,CA,Granite Crystal Clearcoat Metallic,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC,1C3CCCBB6FN671418,"85,939 mi.","$13,495"
Rogue S,2018,Nissan,NJ,Magnetic Black,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,KNMAT2MVXJP598152,"18,325 mi.","$18,995"
XT5 Luxury,2018,Cadillac,IL,Radiant Silver Metallic,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRSXJZ119509,"31,699 mi.","$33,829"
Highlander XLE,2018,Toyota,TN,Ooh La La Rouge Mica,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDKZRFH5JS265107,"48,268 mi.","$32,809"
Tiguan 2.0T SE,2018,Volkswagen,TX,Platinum Gray Metallic,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV3B7AXXJM058094,"48,177 mi.","$23,791"
Elantra Value Edition,2018,Hyundai,IN,Quartz White Pearl,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,5NPD84LF1JH387521,"16,413 mi.","$20,103"
Camry XSE,2019,Toyota,TX,–,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,4T1BZ1HK8KU027822,"24,386 mi.","$35,100"
Spark LS,2016,Chevrolet,FL,Black Granite Metallic,Gasoline ,5-Speed Manual,1.4L I4 16V MPFI DOHC,KL8CA6SA8GC631907,"20,363 mi.","$11,920"
E-Class E 300,2018,Mercedes-Benz,FL,Black,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4JB3JA471140,"19,581 mi.","$43,595"
CX-5 Grand Touring,2019,Mazda,IL,Soul Red Crystal Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V,JM3KFBDM8K1502906,"44,615 mi.","$26,985"
1500 Laramie,2020,RAM,MI,Diamond Black,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT3LN196069,"28,194 mi.","$51,994"
Encore Preferred,2018,Buick,IL,Coppertino Metallic,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL4CJASB8JB611201,"18,404 mi.","$23,589"
CX-5 Sport,2018,Mazda,HI,Snowflake White Pearl Mica,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFABM2J1426823,"11,561 mi.","$26,777"
Charger Scat Pack,2020,Dodge,CA,Frostbite,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ7LH182180,"19,423 mi.","$49,988"
AMG GT AMG GT S,2016,Mercedes-Benz,IL,Black,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,WDDYJ7JA5GA008086,"11,328 mi.","$95,489"
Camry SE,2017,Toyota,TX,Black,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,4T1BF1FK3HU653055,"58,500 mi.","$14,995"
Tahoe LT,2019,Chevrolet,,Satin Steel Metallic,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKBKC3KR367227,"44,788 mi.","$46,749"
Durango GT,2017,Dodge,TX,White Knuckle Clearcoat,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG2HC726252,"86,328 mi.","$26,945"
Corolla LE,2017,Toyota,NJ,Silver,Gasoline ,7-Speed,1.8L I4 16V MPFI DOHC,2T1BURHE6HC818447,"23,887 mi.","$18,502"
Pacifica Touring-L,2020,Chrysler,FL,Billet Silver Metallic Clearcoat,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC,2C4RC1BGXLR125791,"47,679 mi.","$30,947"
Civic LX,2018,Honda,NJ,Modern Steel Metallic,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F50JH577383,"25,636 mi.","$22,959"
GLA 250 Base 4MATIC,2018,Mercedes-Benz,CA,Citrus White,E85 Flex Fuel ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WDCTG4GBXJJ386973,"32,860 mi.","$28,494"
CX-5 Grand Touring,2019,Mazda,FL,Snowflake White Pearl Mica,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFADM9K0520217,"26,730 mi.","$26,500"
Yukon SLT,2019,GMC,MO,Dark Sky Metallic,Gasoline ,Automatic,Gas V8 5.3L/325,1GKS2BKC2KR346561,"41,782 mi.","$52,290"
Sierra 1500 SLT,2018,GMC,KY,Onyx Black,Gasoline ,8-Speed Automatic,5.3L V8 16V GDI OHV,3GTU2NEC3JG132890,"17,686 mi.","$48,000"
530e iPerformance,2019,BMW,TX,Alpine White,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,WBAJA9C59KB391831,"30,244 mi.","$41,951"
Sierra 1500 Denali,2019,GMC,IL,Onyx Black,Gasoline ,Automatic,5.3L V8 16V GDI OHV,1GTU9FED6KZ128036,"44,282 mi.","$51,962"
GS 350 Base,2015,Lexus,TX,Black,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,JTHBE1BL9FA016075,"58,795 mi.","$27,997"
570S Base,2017,McLaren,NJ,White,Gasoline ,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,SBM13DAA4HW002084,"23,609 mi.","$155,995"
XT4 Premium Luxury,2019,Cadillac,DE,Stellar Black Metallic,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1GYFZCR46KF121097,"21,597 mi.","$36,995"
X2 xDrive28i,2018,BMW,CO,Jet Black,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C31JEF71266,"25,848 mi.","$34,895"
Charger SRT Hellcat,2020,Dodge,TN,Pitch Black Clearcoat,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,2C3CDXL9XLH147824,"21,439 mi.","$73,902"
IS 250 Base,2015,Lexus,CO,Starfire Pearl,Gasoline ,6-Speed Automatic,2.5L V6 24V PDI DOHC,JTHCF1D29F5018987,"80,186 mi.","$24,598"
CX-9 Grand Touring,2020,Mazda,TX,Machine Gray Metallic,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCADY3L0422429,"14,500 mi.","$37,927"
